"tax_id","species_id","phylum","class","order","family","genus","species","node_name"
"700369",17,"Arthropoda","Insecta","Diptera","Chironomidae","Ablabesmyia","Ablabesmyia monilis","Ablabesmyia monilis"
"878967",19,"Arthropoda","Insecta","Coleoptera","Silphidae","Ablattaria","Ablattaria laevigata","Ablattaria laevigata"
"1920391",25,"Arthropoda","Malacostraca","Amphipoda","Melitidae","Abludomelita","Abludomelita obtusata","Abludomelita obtusata"
"399303",26,"Mollusca","Bivalvia","Cardiida","Semelidae","Abra","Abra alba","Abra alba"
"358434",27,"Mollusca","Bivalvia","Cardiida","Semelidae","Abra","Abra nitida","Abra nitida"
"183592",28,"Mollusca","Bivalvia","Cardiida","Semelidae","Abra","Abra prismatica","Abra prismatica"
"2590760",29,"Mollusca","Bivalvia","Cardiida","Semelidae","Abra","Abra tenuis","Abra tenuis"
"1586936",31,"Arthropoda","Insecta","Coleoptera","Histeridae","Abraeus","Abraeus granulum","Abraeus granulum"
"1586937",32,"Arthropoda","Insecta","Coleoptera","Histeridae","Abraeus","Abraeus parvulus","Abraeus parvulus"
"1553014",33,"Arthropoda","Insecta","Coleoptera","Histeridae","Abraeus","Abraeus perpusillus","Abraeus perpusillus"
"38527",34,"Chordata","Actinopteri","Cypriniformes","Leuciscidae","Abramis","Abramis brama","Abramis brama"
"190335",37,"Arthropoda","Insecta","Lepidoptera","Geometridae","Abraxas","Abraxas sylvata","Abraxas sylvata"
"938171",38,"Arthropoda","Insecta","Lepidoptera","Noctuidae","Abrostola","Abrostola tripartita","Abrostola tripartita"
"254365",39,"Arthropoda","Insecta","Lepidoptera","Noctuidae","Abrostola","Abrostola triplasia","Abrostola triplasia"
"501162",41,"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Absyrtus","Absyrtus vicinator","Absyrtus vicinator"
"1452646",50,"Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Acalitus","Acalitus rudis","Acalitus rudis"
"201733",52,"Arthropoda","Insecta","Coleoptera","Curculionidae","Acalles","Acalles dubius","Acalles dubius"
"501595",53,"Arthropoda","Insecta","Coleoptera","Curculionidae","Acalles","Acalles fallax","Acalles fallax"
"501598",54,"Arthropoda","Insecta","Coleoptera","Curculionidae","Acalles","Acalles lemur","Acalles lemur"
"346680",55,"Arthropoda","Insecta","Coleoptera","Curculionidae","Acalles","Acalles misellus","Acalles misellus"
"501602",56,"Arthropoda","Insecta","Coleoptera","Curculionidae","Acalles","Acalles parvulus","Acalles parvulus"
"298154",57,"Arthropoda","Insecta","Coleoptera","Curculionidae","Acalles","Acalles ptinoides","Acalles ptinoides"
"1545065",59,"Arthropoda","Insecta","Hemiptera","Tingidae","Acalypta","Acalypta carinata","Acalypta carinata"
"1545066",60,"Arthropoda","Insecta","Hemiptera","Tingidae","Acalypta","Acalypta gracilis","Acalypta gracilis"
"1545067",61,"Arthropoda","Insecta","Hemiptera","Tingidae","Acalypta","Acalypta marginata","Acalypta marginata"
"1545068",62,"Arthropoda","Insecta","Hemiptera","Tingidae","Acalypta","Acalypta musci","Acalypta musci"
"1545069",63,"Arthropoda","Insecta","Hemiptera","Tingidae","Acalypta","Acalypta nigrina","Acalypta nigrina"
"1400082",64,"Arthropoda","Insecta","Hemiptera","Tingidae","Acalypta","Acalypta parvula","Acalypta parvula"
"877846",66,"Arthropoda","Insecta","Coleoptera","Curculionidae","Acalyptus","Acalyptus carpini","Acalyptus carpini"
"55936",67,"Arthropoda","Insecta","Hymenoptera","Braconidae","Acampsis","Acampsis alternipes","Acampsis alternipes"
"2578426",68,"Arthropoda","Insecta","Diptera","Chironomidae","Acamptocladius","Acamptocladius submontanus","Acamptocladius submontanus"
"229287",70,"Mollusca","Gastropoda","Stylommatophora","Valloniidae","Acanthinula","Acanthinula aculeata","Acanthinula aculeata"
"594011",71,"Arthropoda","Insecta","Diptera","Tephritidae","Acanthiophilus","Acanthiophilus helianthi","Acanthiophilus helianthi"
"1603565",72,"Chordata","Aves","Passeriformes","Fringillidae","Acanthis","Acanthis cabaret","Acanthis cabaret"
"54769",73,"Chordata","Aves","Passeriformes","Fringillidae","Acanthis","Acanthis flammea","Acanthis flammea"
"90719",74,"Chordata","Aves","Passeriformes","Fringillidae","Acanthis","Acanthis hornemanni","Acanthis hornemanni"
"1699427",75,"Mollusca","Bivalvia","Cardiida","Cardiidae","Acanthocardia","Acanthocardia aculeata","Acanthocardia aculeata"
"241154",76,"Mollusca","Bivalvia","Cardiida","Cardiidae","Acanthocardia","Acanthocardia echinata","Acanthocardia echinata"
"1699428",77,"Mollusca","Bivalvia","Cardiida","Cardiidae","Acanthocardia","Acanthocardia paucicostata","Acanthocardia paucicostata"
"385555",78,"Mollusca","Bivalvia","Cardiida","Cardiidae","Acanthocardia","Acanthocardia tuberculata","Acanthocardia tuberculata"
"185726",79,"Acanthocephala","Palaeacanthocephala","Echinorhynchida","Echinorhynchidae","Acanthocephalus","Acanthocephalus anguillae","Acanthocephalus anguillae"
"332689",80,"Acanthocephala","Palaeacanthocephala","Echinorhynchida","Echinorhynchidae","Acanthocephalus","Acanthocephalus clavula","Acanthocephalus clavula"
"317564",81,"Acanthocephala","Palaeacanthocephala","Echinorhynchida","Echinorhynchidae","Acanthocephalus","Acanthocephalus lucii","Acanthocephalus lucii"
"2282138",82,"Acanthocephala","Palaeacanthocephala","Echinorhynchida","Echinorhynchidae","Acanthocephalus","Acanthocephalus ranae","Acanthocephalus ranae"
"328821",83,"Nematoda","Chromadorea","Rhabditida","Onchocercidae","Acanthocheilonema","Acanthocheilonema dracunculoides","Acanthocheilonema dracunculoides"
"1285395",84,"Nematoda","Chromadorea","Rhabditida","Onchocercidae","Acanthocheilonema","Acanthocheilonema spirocauda","Acanthocheilonema spirocauda"
"2161851",86,"Nematoda","Chromadorea","Rhabditida","Acanthocheilidae","Acanthocheilus","Acanthocheilus rotundatus","Acanthocheilus rotundatus"
"126420",87,"Mollusca","Polyplacophora","Chitonida","Acanthochitonidae","Acanthochitona","Acanthochitona crinita","Acanthochitona crinita"
"1323394",91,"Arthropoda","Insecta","Coleoptera","Cerambycidae","Acanthocinus","Acanthocinus aedilis","Acanthocinus aedilis"
"1501857",92,"Arthropoda","Insecta","Coleoptera","Cerambycidae","Acanthocinus","Acanthocinus griseus","Acanthocinus griseus"
"415614",95,"Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae","Acanthocyclops","Acanthocyclops robustus","Acanthocyclops robustus"
"245077",98,"Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae","Acanthocyclops","Acanthocyclops vernalis","Acanthocyclops vernalis"
"298422",99,"Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae","Acanthocyclops","Acanthocyclops viridis","Acanthocyclops viridis"
"71285",102,"Mollusca","Gastropoda","Nudibranchia","Onchidorididae","Acanthodoris","Acanthodoris pilosa","Acanthodoris pilosa"
"77750",103,"Arthropoda","Branchiopoda","Diplostraca","Macrotrichidae","Acantholeberis","Acantholeberis curvirostris","Acantholeberis curvirostris"
"455475",104,"Arthropoda","Insecta","Hymenoptera","Pamphiliidae","Acantholyda","Acantholyda erythrocephala","Acantholyda erythrocephala"
"2560871",105,"Arthropoda","Insecta","Hymenoptera","Pamphiliidae","Acantholyda","Acantholyda flaviceps","Acantholyda flaviceps"
"1384720",106,"Arthropoda","Insecta","Hymenoptera","Pamphiliidae","Acantholyda","Acantholyda hieroglyphica","Acantholyda hieroglyphica"
"222798",108,"Arthropoda","Insecta","Hymenoptera","Pamphiliidae","Acantholyda","Acantholyda posticalis","Acantholyda posticalis"
"1869391",111,"Arthropoda","Insecta","Lepidoptera","Psychidae","Acanthopsyche","Acanthopsyche atra","Acanthopsyche atra"
"200917",112,"Arthropoda","Insecta","Coleoptera","Chrysomelidae","Acanthoscelides","Acanthoscelides obtectus","Acanthoscelides obtectus"
"483950",113,"Arthropoda","Insecta","Hemiptera","Acanthosomatidae","Acanthosoma","Acanthosoma haemorrhoidale","Acanthosoma haemorrhoidale"
"478375",115,"Arthropoda","Arachnida","Trombidiformes","Tarsonemidae","Acarapis","Acarapis woodi","Acarapis woodi"
"544687",117,"Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","Acartia bifilosa","Acartia bifilosa"
"1201398",119,"Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","Acartia discaudata","Acartia discaudata"
"198241",120,"Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","Acartia hudsonica","Acartia hudsonica"
"121149",121,"Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","Acartia longiremis","Acartia longiremis"
"136180",122,"Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","Acartia tonsa","Acartia tonsa"
"716607",123,"Arthropoda","Insecta","Diptera","Acartophthalmidae","Acartophthalmus","Acartophthalmus bicolor","Acartophthalmus bicolor"
"1262227",124,"Arthropoda","Insecta","Diptera","Acartophthalmidae","Acartophthalmus","Acartophthalmus nigrinus","Acartophthalmus nigrinus"
"66546",126,"Arthropoda","Arachnida","Sarcoptiformes","Acaridae","Acarus","Acarus siro","Acarus siro"
"934820",127,"Arthropoda","Insecta","Lepidoptera","Geometridae","Acasis","Acasis viretata","Acasis viretata"
"8957",129,"Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Accipiter gentilis","Accipiter gentilis"
"211598",130,"Chordata","Aves","Accipitriformes","Accipitridae","Accipiter","Accipiter nisus","Accipiter nisus"
"1918018",131,"Arthropoda","Insecta","Diptera","Tachinidae","Acemya","Acemya acuticornis","Acemya acuticornis"
"1666818",132,"Arthropoda","Insecta","Lepidoptera","Crambidae","Acentria","Acentria ephemerella","Acentria ephemerella"
"187596",136,"Arthropoda","Protura",NA,"Acerentomidae","Acerella","Acerella muscorum","Acerella muscorum"
"61992",145,"Arthropoda","Protura",NA,"Acerentomidae","Acerentulus","Acerentulus traegardhi","Acerentulus traegardhi"
"1670713",148,"Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria angustifoliae","Aceria angustifoliae"
"2248744",159,"Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria drabae","Aceria drabae"
"2798759",162,"Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria erinea","Aceria erinea"
"2652185",169,"Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria genistae","Aceria genistae"
"2759134",204,"Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria squalida","Aceria squalida"
"1670717",211,"Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria tuberculata","Aceria tuberculata"
"109366",212,"Arthropoda","Arachnida","Trombidiformes","Eriophyidae","Aceria","Aceria tulipae","Aceria tulipae"
"113154",221,"Arthropoda","Insecta","Diptera","Scathophagidae","Acerocnema","Acerocnema macrocera","Acerocnema macrocera"
"1545070",222,"Arthropoda","Insecta","Hemiptera","Miridae","Acetropis","Acetropis carinata","Acetropis carinata"
"493638",226,"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Achaius","Achaius oratorius","Achaius oratorius"
"752728",227,"Arthropoda","Insecta","Hymenoptera","Encyrtidae","Achalcerinys","Achalcerinys lindus","Achalcerinys lindus"
"1000615",228,"Arthropoda","Insecta","Diptera","Dolichopodidae","Achalcus","Achalcus cinereus","Achalcus cinereus"
"1000616",229,"Arthropoda","Insecta","Diptera","Dolichopodidae","Achalcus","Achalcus flavicollis","Achalcus flavicollis"
"1000618",230,"Arthropoda","Insecta","Diptera","Dolichopodidae","Achalcus","Achalcus vaillanti","Achalcus vaillanti"
"1511674",231,"Arthropoda","Insecta","Diptera","Muscidae","Achanthiptera","Achanthiptera rohrelliformis","Achanthiptera rohrelliformis"
"61895",232,"Arthropoda","Pycnogonida","Pantopoda","Ammotheidae","Achelia","Achelia echinata","Achelia echinata"
"1587416",234,"Arthropoda","Insecta","Coleoptera","Staphylinidae","Achenium","Achenium depressum","Achenium depressum"
"657993",236,"Arthropoda","Insecta","Lepidoptera","Sphingidae","Acherontia","Acherontia atropos","Acherontia atropos"
"6997",237,"Arthropoda","Insecta","Orthoptera","Gryllidae","Acheta","Acheta domesticus","Acheta domesticus"
"229769",238,"Arthropoda","Arachnida","Sarcoptiformes","Achipteriidae","Achipteria","Achipteria coleoptrata","Achipteria coleoptrata"
"753485",240,"Arthropoda","Insecta","Lepidoptera","Drepanidae","Achlya","Achlya flavicornis","Achlya flavicornis"
"688607",241,"Arthropoda","Insecta","Lepidoptera","Pyralidae","Achroia","Achroia grisella","Achroia grisella"
"288558",243,"Nematoda","Chromadorea","Chromadorida","Cyatholaimidae","Achromadora","Achromadora ruricola","Achromadora ruricola"
"198949",246,"Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides acerianus","Achrysocharoides acerianus"
"198947",247,"Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides atys","Achrysocharoides atys"
"198950",248,"Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides bukkensis","Achrysocharoides buekkensis"
"198951",249,"Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides butus","Achrysocharoides butus"
"198953",251,"Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides cilla","Achrysocharoides cilla"
"108684",253,"Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides latreillii","Achrysocharoides latreillii"
"297237",254,"Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides niveipes","Achrysocharoides niveipes"
"198955",255,"Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides splendens","Achrysocharoides splendens"
"297238",256,"Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides suprafolius","Achrysocharoides suprafolius"
"150262",257,"Arthropoda","Insecta","Hymenoptera","Eulophidae","Achrysocharoides","Achrysocharoides zwoelferi","Achrysocharoides zwoelferi"
"103409",262,"Arthropoda","Insecta","Diptera","Tephritidae","Acidia","Acidia cognata","Acidia cognata"
"1553348",264,"Arthropoda","Insecta","Coleoptera","Staphylinidae","Acidota","Acidota crenata","Acidota crenata"
"358173",266,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Acilius","Acilius canaliculatus","Acilius canaliculatus"
"107768",267,"Arthropoda","Insecta","Coleoptera","Dytiscidae","Acilius","Acilius sulcatus","Acilius sulcatus"
"27689",269,"Chordata","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","Acipenser baerii","Acipenser baerii"
"7902",270,"Chordata","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","Acipenser gueldenstaedtii","Acipenser gueldenstaedtii"
"7906",271,"Chordata","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","Acipenser ruthenus","Acipenser ruthenus"
"7903",272,"Chordata","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","Acipenser stellatus","Acipenser stellatus"
"61674",273,"Chordata","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","Acipenser sturio","Acipenser sturio"
"121830",274,"Arthropoda","Insecta","Hemiptera","Psyllidae","Acizzia","Acizzia uncatoides","Acizzia uncatoides"
"1667460",276,"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Aclastus","Aclastus gracilis","Aclastus gracilis"
"1667461",279,"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Aclastus","Aclastus solutus","Aclastus solutus"
"758703",280,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris abietana","Acleris abietana"
"758704",281,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris aspersana","Acleris aspersana"
"763074",282,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris bergmanniana","Acleris bergmanniana"
"572800",283,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris comariana","Acleris comariana"
"758705",284,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris cristana","Acleris cristana"
"758706",285,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris emargana","Acleris emargana"
"758707",286,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris ferrugana","Acleris ferrugana"
"572801",287,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris forsskaleana","Acleris forsskaleana"
"1594215",288,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris hastiana","Acleris hastiana"
"572802",289,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris holmiana","Acleris holmiana"
"1869394",290,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris hyemana","Acleris hyemana"
"758708",291,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris kochiella","Acleris kochiella"
"758709",292,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris laterana","Acleris laterana"
"758710",293,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris lipsiana","Acleris lipsiana"
"1100899",294,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris literana","Acleris literana"
"758711",295,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris logiana","Acleris logiana"
"758712",296,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris lorquiniana","Acleris lorquiniana"
"758713",297,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris notana","Acleris notana"
"1869395",298,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris permutana","Acleris permutana"
"2560876",299,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris quercinana","Acleris quercinana"
"758714",300,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris rhombana","Acleris rhombana"
"2560877",301,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris rufana","Acleris rufana"
"758715",302,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris scabrana","Acleris scabrana"
"1113121",303,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris schalleriana","Acleris schalleriana"
"758716",304,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris shepherdana","Acleris shepherdana"
"758717",305,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris sparsana","Acleris sparsana"
"758718",306,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris umbrana","Acleris umbrana"
"572803",307,"Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","Acleris variegana","Acleris variegana"
"462272",308,"Arthropoda","Insecta","Diptera","Drosophilidae","Acletoxenus","Acletoxenus formosus","Acletoxenus formosus"
"104012",311,"Arthropoda","Insecta","Hymenoptera","Braconidae","Aclitus","Aclitus obscuripennis","Aclitus obscuripennis"
"1553017",312,"Arthropoda","Insecta","Coleoptera","Silphidae","Aclypea","Aclypea opaca","Aclypea opaca"
"1586435",314,"Arthropoda","Insecta","Coleoptera","Cerambycidae","Acmaeops","Acmaeops marginatus","Acmaeops marginatus"
"2339098",316,"Arthropoda","Insecta","Diptera","Mycetophilidae","Acnemia","Acnemia nitidicollis","Acnemia nitidicollis"
"2338588",317,"Arthropoda","Insecta","Diptera","Cecidomyiidae","Acoenonia","Acoenonia europaea","Acoenonia europaea"
"1511220",319,"Arthropoda","Insecta","Hemiptera","Anthocoridae","Acompocoris","Acompocoris alpinus","Acompocoris alpinus"
"1280447",321,"Arthropoda","Insecta","Lepidoptera","Gelechiidae","Acompsia","Acompsia cinerella","Acompsia cinerella"
"1545272",322,"Arthropoda","Insecta","Hemiptera","Rhyparochromidae","Acompus","Acompus rufipes","Acompus rufipes"
"753144",323,"Arthropoda","Insecta","Lepidoptera","Noctuidae","Acontia","Acontia lucida","Acontia lucida"
"938230",324,"Arthropoda","Insecta","Lepidoptera","Noctuidae","Emmelia","Acontia trabealis","Emmelia trabealis"
"59808",325,"Arthropoda","Insecta","Diptera","Chironomidae","Acricotopus","Acricotopus lucens","Acricotopus lucens"
"451383",326,"Chordata","Aves","Passeriformes","Sturnidae","Acridotheres","Acridotheres ginginianus","Acridotheres ginginianus"
"279927",327,"Chordata","Aves","Passeriformes","Sturnidae","Acridotheres","Acridotheres tristis","Acridotheres tristis"
"1586938",330,"Arthropoda","Insecta","Coleoptera","Histeridae","Acritus","Acritus homoeopathicus","Acritus homoeopathicus"
"877760",332,"Arthropoda","Insecta","Coleoptera","Histeridae","Acritus","Acritus nigricornis","Acritus nigricornis"
"1594216",333,"Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis advenella","Acrobasis advenella"
"1100900",334,"Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis consociella","Acrobasis consociella"
"1869399",335,"Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis marmorea","Acrobasis marmorea"
"1100902",336,"Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis repandana","Acrobasis repandana"
"2560888",337,"Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis sodalella","Acrobasis sodalella"
"1857951",338,"Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis suavella","Acrobasis suavella"
"1100903",339,"Arthropoda","Insecta","Lepidoptera","Pyralidae","Acrobasis","Acrobasis tumidana","Acrobasis tumidana"
"114846",340,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Acrobeles","Acrobeles ciliatus","Acrobeles ciliatus"
"293684",341,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Acrobeles","Acrobeles complexus","Acrobeles complexus"
"1386332",342,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Acrobeles","Acrobeles mariannae","Acrobeles mariannae"
"403128",343,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Acrobeloides","Acrobeloides buetschlii","Acrobeloides buetschlii"
"290746",344,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Acrobeloides","Acrobeloides nanus","Acrobeloides nanus"
"2012539",345,"Nematoda","Chromadorea","Rhabditida","Cephalobidae","Acrobeloides","Acrobeloides tricornis","Acrobeloides tricornis"
"68476",346,"Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus","Acrocephalus agricola","Acrocephalus agricola"
"39621",347,"Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus","Acrocephalus arundinaceus","Acrocephalus arundinaceus"
"68474",348,"Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus","Acrocephalus dumetorum","Acrocephalus dumetorum"
"68470",349,"Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus","Acrocephalus melanopogon","Acrocephalus melanopogon"
"68471",350,"Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus","Acrocephalus paludicola","Acrocephalus paludicola"
"68475",351,"Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus","Acrocephalus palustris","Acrocephalus palustris"
"52609",352,"Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus","Acrocephalus schoenobaenus","Acrocephalus schoenobaenus"
"48156",353,"Chordata","Aves","Passeriformes","Sylviidae","Acrocephalus","Acrocephalus scirpaceus","Acrocephalus scirpaceus"
"1329454",354,"Arthropoda","Insecta","Diptera","Acroceridae","Acrocera","Acrocera sanguinea","Acrocera sanguinea"
"198963",355,"Arthropoda","Insecta","Lepidoptera","Gracillariidae","Acrocercops","Acrocercops brongniardella","Acrocercops brongniardella"
"82558",356,"Echinodermata","Ophiuroidea","Amphilepidida","Amphiuridae","Acrocnida","Acrocnida brachiata","Acrocnida brachiata"
"1835277",359,"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Acrodactyla","Acrodactyla carinator","Acrodactyla carinator"
"290693",360,"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Acrodactyla","Acrodactyla degener","Acrodactyla degener"
"572548",362,"Arthropoda","Insecta","Hymenoptera","Ichneumonidae","Acrodactyla","Acrodactyla quadrisculpta","Acrodactyla quadrisculpta"
"708378",363,"Arthropoda","Arachnida","Sarcoptiformes","Galumnidae","Acrogalumna","Acrogalumna longipluma","Acrogalumna longipluma"
"1291411",364,"Arthropoda","Insecta","Lepidoptera","Plutellidae","Acrolepia","Acrolepia autumnitella","Acrolepia autumnitella"
"57686",365,"Arthropoda","Insecta","Lepidoptera","Plutellidae","Acrolepiopsis","Acrolepiopsis assectella","Acrolepiopsis assectella"
"1553019",368,"Arthropoda","Insecta","Coleoptera","Staphylinidae","Acrolocha","Acrolocha pliginskii","Acrolocha pliginskii"
"295599",369,"Arthropoda","Insecta","Coleoptera","Staphylinidae","Acrolocha","Acrolocha sulcula","Acrolocha sulcula"
"240811",370,"Mollusca","Gastropoda",NA,"Acroloxidae","Acroloxus","Acroloxus lacustris","Acroloxus lacustris"
"230683",372,"Arthropoda","Insecta","Hymenoptera","Formicidae","Acromyrmex","Acromyrmex coronatus","Acromyrmex coronatus"
"230687",373,"Arthropoda","Insecta","Hymenoptera","Formicidae","Acromyrmex","Acromyrmex lundii","Acromyrmex lundi"
"987859",374,"Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta aceris","Acronicta aceris"
"987860",375,"Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta alni","Acronicta alni"
"997507",376,"Arthropoda","Insecta","Lepidoptera","Noctuidae","Acronicta","Acronicta auricoma","Acronicta auricoma"
