"tax_id","species_id","parent_tax_id","rank","name"
"1400082",65,"1400081","species","Acalypta parvula"
"877846",67,"877845","species","Acalyptus carpini"
"55936",68,"55935","species","Acampsis alternipes"
"2578426",69,"611334","species","Acamptocladius submontanus"
"229287",71,"229286","species","Acanthinula aculeata"
"594011",72,"474829","species","Acanthiophilus helianthi"
"1603565",73,"37604","species","Acanthis cabaret"
"54769",74,"37604","species","Acanthis flammea"
"90719",75,"37604","species","Acanthis hornemanni"
"1699427",76,"241153","species","Acanthocardia aculeata"
"241154",77,"241153","species","Acanthocardia echinata"
"1699428",78,"241153","species","Acanthocardia paucicostata"
"385555",79,"241153","species","Acanthocardia tuberculata"
"185726",80,"185725","species","Acanthocephalus anguillae"
"332689",81,"185725","species","Acanthocephalus clavula"
"317564",82,"185725","species","Acanthocephalus lucii"
"2282138",83,"185725","species","Acanthocephalus ranae"
"328821",84,"6276","species","Acanthocheilonema dracunculoides"
"1285395",85,"6276","species","Acanthocheilonema spirocauda"
"2161851",87,"2161850","species","Acanthocheilus rotundatus"
"126420",88,"55703","species","Acanthochitona crinita"
"1323394",92,"1323393","species","Acanthocinus aedilis"
"1501857",93,"1323393","species","Acanthocinus griseus"
"415614",97,"245076","species","Acanthocyclops robustus"
"245077",100,"245076","species","Acanthocyclops vernalis"
"298422",101,"245076","species","Acanthocyclops viridis"
"71285",104,"71284","species","Acanthodoris pilosa"
"77750",105,"77749","species","Acantholeberis curvirostris"
"455475",106,"222797","species","Acantholyda erythrocephala"
"2560871",107,"222797","species","Acantholyda flaviceps"
"1384720",108,"222797","species","Acantholyda hieroglyphica"
"222798",110,"222797","species","Acantholyda posticalis"
"1869391",113,"1178204","species","Acanthopsyche atra"
"200917",114,"200916","species","Acanthoscelides obtectus"
"483950",115,"483938","species","Acanthosoma haemorrhoidale"
"478375",117,"478374","species","Acarapis woodi"
"544687",119,"121148","species","Acartia bifilosa"
"1201398",121,"121148","species","Acartia discaudata"
"198241",122,"121148","species","Acartia hudsonica"
"121149",123,"121148","species","Acartia longiremis"
"136180",124,"121148","species","Acartia tonsa"
"716607",125,"716606","species","Acartophthalmus bicolor"
"1262227",126,"716606","species","Acartophthalmus nigrinus"
"66546",128,"66545","species","Acarus siro"
"934820",129,"691615","species","Acasis viretata"
"8957",131,"8956","species","Accipiter gentilis"
"211598",132,"8956","species","Accipiter nisus"
"1918018",133,"1677647","species","Acemya acuticornis"
"1666818",134,"1666817","species","Acentria ephemerella"
"187596",138,"187595","species","Acerella muscorum"
"61992",147,"61991","species","Acerentulus traegardhi"
"1670713",150,"109362","species","Aceria angustifoliae"
"2248744",161,"109362","species","Aceria drabae"
"2798759",164,"109362","species","Aceria erinea"
"2652185",171,"109362","species","Aceria genistae"
"2759134",206,"109362","species","Aceria squalida"
"1670717",213,"109362","species","Aceria tuberculata"
"109366",214,"109362","species","Aceria tulipae"
"113154",223,"113153","species","Acerocnema macrocera"
"1545070",224,"567497","species","Acetropis carinata"
"493638",228,"493637","species","Achaius oratorius"
"752728",229,"752727","species","Achalcerinys lindus"
"1000615",230,"1000614","species","Achalcus cinereus"
"1000616",231,"1000614","species","Achalcus flavicollis"
"1000618",232,"1000614","species","Achalcus vaillanti"
"1511674",233,"1511673","species","Achanthiptera rohrelliformis"
"61895",234,"61894","species","Achelia echinata"
"1587416",236,"1587415","species","Achenium depressum"
"657993",238,"469308","species","Acherontia atropos"
"6997",239,"6996","species","Acheta domesticus"
"229769",240,"229768","species","Achipteria coleoptrata"
"753485",242,"753482","species","Achlya flavicornis"
"688607",243,"688606","species","Achroia grisella"
"288558",245,"288551","species","Achromadora ruricola"
"198949",248,"108622","species","Achrysocharoides acerianus"
"198947",249,"108622","species","Achrysocharoides atys"
"198950",250,"108622","species","Achrysocharoides buekkensis"
"198951",251,"108622","species","Achrysocharoides butus"
"198953",253,"108622","species","Achrysocharoides cilla"
"108684",255,"108622","species","Achrysocharoides latreillii"
"297237",256,"108622","species","Achrysocharoides niveipes"
"198955",257,"108622","species","Achrysocharoides splendens"
"297238",258,"108622","species","Achrysocharoides suprafolius"
"150262",259,"108622","species","Achrysocharoides zwoelferi"
"103409",264,"103408","species","Acidia cognata"
"1553348",266,"1553347","species","Acidota crenata"
"358173",268,"107767","species","Acilius canaliculatus"
"107768",269,"107767","species","Acilius sulcatus"
"27689",271,"7901","species","Acipenser baerii"
"7902",272,"7901","species","Acipenser gueldenstaedtii"
"7906",273,"7901","species","Acipenser ruthenus"
"7903",274,"7901","species","Acipenser stellatus"
"61674",275,"7901","species","Acipenser sturio"
"121830",276,"121829","species","Acizzia uncatoides"
"1667460",278,"273999","species","Aclastus gracilis"
"1667461",281,"273999","species","Aclastus solutus"
"758703",282,"572799","species","Acleris abietana"
"758704",283,"572799","species","Acleris aspersana"
"763074",284,"572799","species","Acleris bergmanniana"
"572800",285,"572799","species","Acleris comariana"
"758705",286,"572799","species","Acleris cristana"
"758706",287,"572799","species","Acleris emargana"
"758707",288,"572799","species","Acleris ferrugana"
"572801",289,"572799","species","Acleris forsskaleana"
"1594215",290,"572799","species","Acleris hastiana"
"572802",291,"572799","species","Acleris holmiana"
"1869394",292,"572799","species","Acleris hyemana"
"758708",293,"572799","species","Acleris kochiella"
"758709",294,"572799","species","Acleris laterana"
"758710",295,"572799","species","Acleris lipsiana"
"1100899",296,"572799","species","Acleris literana"
"758711",297,"572799","species","Acleris logiana"
"758712",298,"572799","species","Acleris lorquiniana"
"758713",299,"572799","species","Acleris notana"
"1869395",300,"572799","species","Acleris permutana"
"2560876",301,"572799","species","Acleris quercinana"
"758714",302,"572799","species","Acleris rhombana"
"2560877",303,"572799","species","Acleris rufana"
"758715",304,"572799","species","Acleris scabrana"
"1113121",305,"572799","species","Acleris schalleriana"
"758716",306,"572799","species","Acleris shepherdana"
"758717",307,"572799","species","Acleris sparsana"
"758718",308,"572799","species","Acleris umbrana"
"572803",309,"572799","species","Acleris variegana"
"462272",310,"462271","species","Acletoxenus formosus"
"104012",313,"104011","species","Aclitus obscuripennis"
"1553017",314,"414958","species","Aclypea opaca"
"1586435",316,"131573","species","Acmaeops marginatus"
"2339098",318,"1888027","species","Acnemia nitidicollis"
"2338588",319,"2338587","species","Acoenonia europaea"
"1511220",321,"528058","species","Acompocoris alpinus"
"1280447",323,"1280446","species","Acompsia cinerella"
"1869396",324,"1280446","species","Acompsia schmidtiellus"
"1545272",325,"1545271","species","Acompus rufipes"
"753144",326,"319971","species","Acontia lucida"
"938230",327,"938229","species","Emmelia trabealis"
"59808",328,"59807","species","Acricotopus lucens"
"451383",329,"245037","species","Acridotheres ginginianus"
"279927",330,"245037","species","Acridotheres tristis"
"1586938",333,"154160","species","Acritus homoeopathicus"
"877760",335,"154160","species","Acritus nigricornis"
"1594216",336,"687068","species","Acrobasis advenella"
"1100900",337,"687068","species","Acrobasis consociella"
"1869399",338,"687068","species","Acrobasis marmorea"
"1100902",339,"687068","species","Acrobasis repandana"
"2560888",340,"687068","species","Acrobasis sodalella"
"1857951",341,"687068","species","Acrobasis suavella"
"1100903",342,"687068","species","Acrobasis tumidana"
"114846",343,"55786","species","Acrobeles ciliatus"
"293684",344,"55786","species","Acrobeles complexus"
"1386332",345,"55786","species","Acrobeles mariannae"
"403128",346,"70201","species","Acrobeloides buetschlii"
"290746",347,"70201","species","Acrobeloides nanus"
"2012539",348,"70201","species","Acrobeloides tricornis"
"68476",349,"39620","species","Acrocephalus agricola"
"39621",350,"39620","species","Acrocephalus arundinaceus"
"68474",351,"39620","species","Acrocephalus dumetorum"
"68470",352,"39620","species","Acrocephalus melanopogon"
"68471",353,"39620","species","Acrocephalus paludicola"
"68475",354,"39620","species","Acrocephalus palustris"
"52609",355,"39620","species","Acrocephalus schoenobaenus"
"48156",356,"39620","species","Acrocephalus scirpaceus"
"1329454",357,"210245","species","Acrocera sanguinea"
"198963",358,"198962","species","Acrocercops brongniardella"
"82558",359,"82557","species","Acrocnida brachiata"
"1835277",362,"290692","species","Acrodactyla carinator"
"290693",363,"290692","species","Acrodactyla degener"
"572548",365,"290692","species","Acrodactyla quadrisculpta"
"708378",366,"708377","species","Acrogalumna longipluma"
"1291411",367,"1178206","species","Acrolepia autumnitella"
"57686",368,"57685","species","Acrolepiopsis assectella"
"1553019",371,"295598","species","Acrolocha pliginskii"
"295599",372,"295598","species","Acrolocha sulcula"
"240811",373,"240810","species","Acroloxus lacustris"
"230683",375,"64782","species","Acromyrmex coronatus"
"230687",376,"64782","species","Acromyrmex lundi"
"987859",377,"56362","species","Acronicta aceris"
"987860",378,"56362","species","Acronicta alni"
"997507",379,"56362","species","Acronicta auricoma"
"997508",380,"56362","species","Acronicta cuspis"
"987861",381,"56362","species","Acronicta euphorbiae"
"987862",382,"56362","species","Acronicta leporina"
"987864",383,"56362","species","Acronicta menyanthidis"
"987865",384,"56362","species","Acronicta psi"
"753146",385,"56362","species","Acronicta rumicis"
"997509",386,"56362","species","Acronicta strigosa"
"1754069",387,"56362","species","Acronicta tridens"
"362322",389,"362321","species","Acroperus harpae"
"2776030",393,"144250","species","Acropimpla pictipes"
"1000591",394,"627132","species","Acropsilus niger"
"172370",395,"172369","species","Acroricnus stylator"
"493642",401,"493641","species","Acrotomus succinctus"
"1553020",402,"619381","species","Acrotona amplicollis"
"1553021",403,"619381","species","Acrotona aterrima"
"1553023",407,"619381","species","Acrotona fungi"
"1586940",408,"619381","species","Acrotona muscorum"
"1143013",410,"619381","species","Acrotona obfuscata"
"1553024",411,"619381","species","Acrotona orbata"
"877761",413,"619381","species","Acrotona parens"
"1553025",414,"619381","species","Acrotona parvula"
"877762",415,"619381","species","Acrotona pseudotenera"
"1553027",416,"619381","species","Acrotona pygmaea"
"1501858",417,"619381","species","Acrotona sylvicola"
"346681",418,"280319","species","Acrotrichis atomaria"
"927774",420,"280319","species","Acrotrichis cephalotes"
"1553028",421,"280319","species","Acrotrichis cognata"
"1553029",423,"280319","species","Acrotrichis fascicularis"
"1586941",424,"280319","species","Acrotrichis grandicollis"
"361583",426,"280319","species","Acrotrichis insularis"
"346682",427,"280319","species","Acrotrichis intermedia"
"1553030",429,"280319","species","Acrotrichis montandonii"
"1586942",435,"280319","species","Acrotrichis sericans"
"346684",437,"280319","species","Acrotrichis sitkaensis"
"1553351",439,"1553350","species","Acrulia inflata"
"1869403",440,"989867","species","Actebia praecox"
"869165",441,"341270","species","Actenicerus siaelandicus"
"71513",442,"71512","species","Acteon tornatilis"
"1918020",443,"880992","species","Actia crassicornis"
"1918021",444,"880992","species","Actia infantula"
"1918022",445,"880992","species","Actia lamia"
"1918025",446,"880992","species","Actia pilipennis"
"931492",449,"211084","species","Actina chalybea"
"6106",450,"6104","species","Actinia equina"
"396334",451,"6104","species","Actinia fragacea"
"396347",455,"396346","species","Actinothoe sphyrodeta"
"753264",456,"753263","species","Actinotia polyodon"
"320702",457,"190658","species","Actitis hypoleucos"
"190659",458,"190658","species","Actitis macularia"
"160074",466,"160072","species","Actornithophilus piceus"
"2660637",471,"2660636","species","Cheilospirura hamulosa"
"1871913",472,"1108130","species","Aculepeira ceropegia"
"1227671",474,"644139","species","Aculops lycopersici"
"2560902",495,"247331","species","Acupalpus brunnipes"
"346686",496,"247331","species","Acupalpus dubius"
"247332",497,"247331","species","Acupalpus elegans"
"877763",498,"247331","species","Acupalpus exiguus"
"1553031",499,"247331","species","Acupalpus flavicollis"
"346687",500,"247331","species","Acupalpus meridianus"
"877764",501,"247331","species","Acupalpus parvulus"
"2038794",502,"560519","species","Acutaspis agavis"
"560520",503,"560519","species","Acutaspis albopicta"
"1553032",507,"875713","species","Acylophorus wagenschieberi"
"527513",508,"7028","species","Acyrthosiphon caraganae"
"796218",509,"7028","species","Acyrthosiphon chelidonii"
"263998",514,"7028","species","Acyrthosiphon loti"
"527516",515,"7028","species","Acyrthosiphon malvae"
"7029",516,"7028","species","Acyrthosiphon pisum"
"1594217",518,"690229","species","Adaina microdactyla"
"7084",519,"7083","species","Adalia bipunctata"
"1553033",520,"7083","species","Adalia conglomerata"
"115343",521,"7083","species","Adalia decempunctata"
"176095",523,"94990","species","Adamsia palliata"
"2049901",524,"706783","species","Adarrus multinotatus"
"1869408",525,"30223","species","Adela croesella"
"1660571",526,"30223","species","Adela cuprella"
"233158",527,"30223","species","Adela reaumurella"
"2560903",528,"30223","species","Adela violella"
"133063",529,"38118","species","Adelges laricis"
"749403",530,"749401","species","Dreyfusia piceae"
"749391",531,"38118","species","Adelges tardus"
"1592943",534,"1592942","species","Adelodrilus pusillus"
"236346",537,"236345","species","Adelphocoris lineolatus"
"1437084",538,"236345","species","Adelphocoris quadripunctatus"
"1545073",539,"236345","species","Adelphocoris seticornis"
"442080",544,"432856","species","Aderus populneus"
"2163040",545,"1423843","species","Adia cinerella"
"78481",546,"78480","species","Adialytus ambiguus"
"78483",548,"78480","species","Adialytus salicaphis"
"1875068",549,"699886","species","Adicella filicornis"
"699887",550,"699886","species","Adicella reducta"
"563912",551,"104781","species","Adineta barbata"
"433695",553,"104781","species","Adineta gracilis"
"104782",554,"104781","species","Adineta vaga"
"1915155",555,"1915154","species","Adistemia watsoni"
"1918026",556,"569136","species","Admontia blanda"
"1890072",557,"569136","species","Admontia grandicornis"
"1918027",558,"569136","species","Admontia maculisquama"
"1918028",559,"569136","species","Admontia seria"
"2066004",560,"1289571","species","Adomerus biguttatus"
"708363",562,"229810","species","Adoristes ovatus"
"480707",563,"85584","species","Adoxophyes orana"
"1586948",564,"869180","species","Adrastus limbatus"
"1553034",565,"869180","species","Adrastus pallens"
"869181",566,"869180","species","Adrastus rachifer"
"753147",567,"287101","species","Adscita statices"
"7159",568,"7158","species","Aedes aegypti"
"7160",569,"7158","species","Aedes albopictus"
"28624",570,"7158","species","Aedes atropalpus"
"120869",571,"190765","species","Ochlerotatus cantans"
"120870",572,"190765","species","Ochlerotatus caspius"
"120872",573,"7158","species","Aedes cinereus"
"329099",574,"190765","species","Ochlerotatus communis"
"120873",575,"190765","species","Ochlerotatus detritus"
"663928",576,"190765","species","Ochlerotatus dorsalis"
"329103",577,"190765","species","Ochlerotatus excrucians"
"166586",578,"7158","species","Aedes flavopictus"
"401424",579,"7158","species","Aedes geminus"
"140438",580,"7158","species","Aedes japonicus"
"1788511",581,"190765","species","Ochlerotatus leucomelas"
"743694",582,"190765","species","Ochlerotatus riparius"
"120878",583,"190765","species","Ochlerotatus sticticus"
"7163",584,"7158","species","Aedes vexans"
"987456",585,"987455","species","Aedia leucomelas"
"587138",586,"155682","species","Aega psora"
"206943",588,"206942","species","Aegialia arenaria"
"1971767",589,"206942","species","Aegialia mimica"
"73327",592,"73326","species","Aegithalos caudatus"
"103375",593,"56264","species","Aegolius funereus"
"1843492",594,"1271473","species","Aegopinella nitens"
"2742872",595,"1271473","species","Aegopinella nitidula"
"1554467",597,"1554466","species","Aegosoma scabricorne"
"8959",598,"8958","species","Aegypius monachus"
"1511221",599,"631388","species","Aelia acuminata"
"1545074",600,"631388","species","Aelia klugii"
"1545274",601,"1545273","species","Aellopus atratus"
"1906960",602,"569964","species","Aelurillus v-insignitus"
"321389",603,"321388","species","Aelurostrongylus abstrusus"
"2026713",604,"2486202","species","Perostrongylus falciformis"
"195873",608,"195872","species","Aeolidia papillosa"
"934974",609,"934973","species","Aeolidiella alderi"
"1903821",610,"934973","species","Aeolidiella glauca"
"1287571",611,"934973","species","Aeolidiella sanguinea"
"152467",617,"55816","species","Aeolosoma hemprichi"
"74725",621,"55816","species","Aeolosoma litorale"
"394736",629,"55816","species","Aeolosoma viride"
"38134",630,"38133","species","Aeolothrips albicinctus"
"1720617",632,"38133","species","Aeolothrips ericae"
"764488",633,"38133","species","Aeolothrips fasciatus"
"1291220",636,"38133","species","Aeolothrips intermedius"
"864838",639,"38133","species","Aeolothrips melaleucus"
"100776",646,"100775","species","Aequipecten opercularis"
"2747904",647,"6099","species","Aequorea forskalea"
"2268625",649,"6099","species","Aequorea vitrina"
"507809",651,"12920","species","Aeshna affinis"
"12921",652,"12920","species","Aeshna cyanea"
"126236",653,"12920","species","Aeshna grandis"
"638455",654,"12920","species","Aeshna isoceles"
"197113",655,"12920","species","Aeshna juncea"
"229377",656,"12920","species","Aeshna mixta"
"1168617",657,"12920","species","Aeshna subarctica"
"1566310",658,"12920","species","Aeshna viridis"
"271729",659,"271728","species","Aetea anguina"
"722655",660,"216865","species","Aethalura punctulata"
"493644",665,"493643","species","Aethecerus nitidus"
"1869410",668,"572702","species","Aethes beatricella"
"2560907",669,"572702","species","Aethes bilbaensis"
"753148",670,"572702","species","Aethes cnicana"
"2560909",671,"572702","species","Aethes dilucidana"
"1869411",673,"572702","species","Aethes francillana"
"758719",674,"572702","species","Aethes hartmanniana"
"2560911",675,"572702","species","Aethes margaritana"
"1594218",677,"572702","species","Aethes rubigana"
"1594219",678,"572702","species","Aethes rutilana"
"1594220",679,"572702","species","Aethes smeathmanniana"
"1660574",680,"572702","species","Aethes tesserana"
"2560914",682,"572702","species","Aethes triangulana"
"1869412",683,"572702","species","Aethes williana"
"116153",684,"116152","species","Aethina tumida"
"2486828",685,"2486827","species","Aetholaimus rotundicauda"
"207431",688,"107769","species","Agabus affinis"
"166299",689,"107769","species","Agabus biguttatus"
"107770",690,"107769","species","Agabus bipustulatus"
"207440",691,"107769","species","Agabus congener"
"207441",692,"107769","species","Agabus conspersus"
"156918",693,"107769","species","Agabus didymus"
"166302",694,"107769","species","Agabus guttatus"
"207449",695,"107769","species","Agabus labiatus"
"193070",696,"107769","species","Agabus melanarius"
"207454",697,"107769","species","Agabus nebulosus"
"207455",698,"107769","species","Agabus paludosus"
"1529635",699,"107769","species","Agabus striolatus"
"207462",700,"107769","species","Agabus sturmii"
"1163528",701,"107769","species","Agabus uliginosus"
"1163529",702,"107769","species","Agabus undulatus"
"207463",703,"107769","species","Agabus unguicularis"
"1226120",704,"1226119","species","Agalenatea redii"
"294612",707,"41158","species","Agapanthia cardui"
"1586951",708,"41158","species","Agapanthia intermedia"
"1553036",709,"41158","species","Agapanthia villosoviridescens"
"1100904",710,"688928","species","Agapeta hamana"
"989733",711,"688928","species","Agapeta zoegana"
"1271715",712,"177627","species","Agapetus fuscipes"
"1875091",713,"177627","species","Agapetus laniger"
"1875096",714,"177627","species","Agapetus ochripes"
"347357",715,"347356","species","Gyrophaena latissima"
"347250",718,"347249","species","Agathidium atrum"
"1586953",719,"347249","species","Agathidium badium"
"2560916",720,"347249","species","Agathidium confusum"
"1586954",722,"347249","species","Agathidium laevigatum"
"1586955",724,"347249","species","Agathidium marginatum"
"1586956",725,"347249","species","Agathidium nigrinum"
"1586957",726,"347249","species","Agathidium nigripenne"
"1586958",727,"347249","species","Agathidium rotundatum"
"347251",728,"347249","species","Agathidium seminulum"
"347252",729,"347249","species","Agathidium varians"
"1548499",742,"226141","species","Agathomyia alneti"
"1445814",743,"226141","species","Agathomyia antennata"
"1549130",744,"226141","species","Agathomyia boreella"
"1548497",745,"226141","species","Agathomyia cinerea"
"1445815",747,"226141","species","Agathomyia elegantula"
"1445816",748,"226141","species","Agathomyia falleni"
"1445812",749,"226141","species","Agathomyia lundbecki"
"1445817",750,"226141","species","Agathomyia sexmaculata"
"226142",751,"226141","species","Agathomyia unicolor"
"1445818",752,"226141","species","Agathomyia viduella"
"1445813",753,"226141","species","Agathomyia wankowiczii"
"1445819",754,"226141","species","Agathomyia woodella"
"2560917",755,"1178212","species","Agdistis adactyla"
"2560918",756,"1178212","species","Agdistis bennetii"
"131577",757,"131576","species","Agelastica alni"
"286032",758,"29933","species","Agelena labyrinthica"
"150233",760,"105761","species","Ageniaspis fuscicollis"
"1294195",763,"1294194","species","Agenioideus cinctellus"
"171585",767,"171584","species","Inachis io"
"111881",768,"76218","species","Nymphalis urticae"
"56245",769,"56244","species","Aglantha digitale"
"401954",771,"308583","species","Aglaophenia pluma"
"1384725",772,"410272","species","Aglaostigma aucupariae"
"1384727",773,"410272","species","Aglaostigma fulvipes"
"1384729",774,"410272","species","Aglaostigma langei"
"410273",775,"410272","species","Aglaostigma lichtwardti"
"312543",776,"239366","species","Aglenchus agricola"
"877848",777,"877847","species","Aglenus brunneus"
"469311",778,"469310","species","Aglia tau"
"1370853",779,"687071","species","Aglossa caprealis"
"753149",780,"687071","species","Aglossa pinguinalis"
"2479175",781,"2479174","species","Aglyptus rufus"
"1545075",782,"567209","species","Agnocoris reclairei"
"1545076",783,"567209","species","Agnocoris rubicundus"
"1869417",785,"262437","species","Agonopterix alstromeriana"
"1594221",786,"262437","species","Agonopterix angelicella"
"1594222",787,"262437","species","Agonopterix arenella"
"1100905",788,"262437","species","Agonopterix assimilella"
"1684328",789,"262437","species","Agonopterix atomella"
"1660575",790,"262437","species","Agonopterix capreolella"
"1666438",791,"262437","species","Agonopterix ciliella"
"1857954",792,"262437","species","Agonopterix cnicella"
"1448890",793,"262437","species","Agonopterix conterminella"
"1857955",794,"262437","species","Agonopterix curvipunctosa"
"1073575",795,"262437","species","Agonopterix heracliana"
"1594224",796,"262437","species","Agonopterix kaekeritziana"
"1660576",797,"262437","species","Agonopterix laterella"
"1448892",798,"262437","species","Agonopterix liturosa"
"1684331",799,"262437","species","Agonopterix nanatella"
"1666440",800,"262437","species","Agonopterix nervosa"
"1594225",801,"262437","species","Agonopterix ocellana"
"1869427",802,"262437","species","Agonopterix oinochroa"
"1660577",803,"262437","species","Agonopterix pallorella"
"1430472",804,"262437","species","Agonopterix propinquella"
"1857957",805,"262437","species","Agonopterix purpurea"
"1684334",806,"262437","species","Agonopterix scopariella"
"1857958",807,"262437","species","Agonopterix subpropinquella"
"1869432",808,"262437","species","Agonopterix umbellana"
"1857959",809,"262437","species","Agonopterix yeatiana"
"1586961",812,"41080","species","Agonum dolens"
"795039",813,"41080","species","Agonum emarginatum"
"1553039",814,"41080","species","Agonum ericeti"
"1553040",815,"41080","species","Agonum fuliginosum"
"1553041",816,"41080","species","Agonum gracile"
"1971769",817,"41080","species","Agonum gracilipes"
"1586963",819,"41080","species","Agonum lugens"
"795040",820,"41080","species","Agonum marginatum"
"795041",821,"41080","species","Agonum micans"
"536884",822,"41080","species","Agonum muelleri"
"272002",824,"41080","species","Agonum nigrum"
"1553043",825,"41080","species","Agonum piceum"
"1586964",826,"41080","species","Agonum scitulum"
"1553044",827,"41080","species","Agonum sexpunctatum"
"1553045",828,"41080","species","Agonum thoreyi"
"1586965",829,"41080","species","Agonum versutum"
"795042",830,"41080","species","Agonum viduum"
"1586966",831,"41080","species","Agonum viridicupreum"
"508607",832,"508606","species","Agonus cataphractus"
"1400086",833,"1400085","species","Agramma laetum"
"997595",834,"997594","species","Agraylea multipunctata"
"1223681",835,"997594","species","Agraylea sexmaculata"
"904110",836,"904109","species","Agria affinis"
"596771",838,"1233221","species","Agriades optilete"
"324822",839,"195164","species","Agrilus angustulus"
"663552",840,"195164","species","Agrilus anxius"
"1762823",841,"195164","species","Agrilus ater"
"1529690",842,"195164","species","Agrilus betuleti"
"324823",843,"195164","species","Agrilus biguttatus"
"2201949",844,"195164","species","Agrilus bilineatus"
"1586971",845,"195164","species","Agrilus convexicollis"
"324824",846,"195164","species","Agrilus cuprescens"
"1586972",847,"195164","species","Agrilus cyanescens"
"324827",848,"195164","species","Agrilus laticornis"
"1586977",849,"195164","species","Agrilus olivicolor"
"224129",850,"195164","species","Agrilus planipennis"
"324828",851,"195164","species","Agrilus pratensis"
"195165",852,"195164","species","Agrilus sinuatus"
"1529691",853,"195164","species","Agrilus subauratus"
"1553047",854,"195164","species","Agrilus sulcicollis"
"324821",855,"195164","species","Agrilus viridis"
"104476",856,"104475","species","Agriopis aurantiaria"
"934821",857,"104475","species","Agriopis leucophaearia"
"190331",858,"104475","species","Agriopis marginaria"
"346688",859,"292457","species","Agriotes acuminatus"
"869168",860,"292457","species","Agriotes gallicus"
"292458",861,"292457","species","Agriotes lineatus"
"350085",862,"292457","species","Agriotes obscurus"
"869172",863,"292457","species","Agriotes pallidulus"
"496075",864,"292457","species","Agriotes pilosellus"
"869176",865,"292457","species","Agriotes sordidus"
"346689",866,"292457","species","Agriotes sputator"
"869177",867,"292457","species","Agriotes ustulatus"
"1869434",868,"572808","species","Agriphila deliella"
"1660579",869,"572808","species","Agriphila geniculea"
"1100907",870,"572808","species","Agriphila inquinatella"
"2560927",871,"572808","species","Agriphila latistria"
"1660580",872,"572808","species","Agriphila selasella"
"572809",873,"572808","species","Agriphila straminella"
"1594226",874,"572808","species","Agriphila tristella"
"55055",875,"40103","species","Agrius convolvuli"
"987866",876,"689302","species","Agrochola circellaris"
"987867",877,"689302","species","Agrochola helvola"
"987869",878,"689302","species","Agrochola litura"
"987870",879,"689302","species","Agrochola lota"
"1869437",880,"689302","species","Agrochola lunosa"
"987871",881,"689302","species","Agrochola lychnidis"
"987872",882,"689302","species","Agrochola macilenta"
"987873",883,"689302","species","Agrochola nitida"
"1871915",884,"1107758","species","Agroeca brunnea"
"2747022",887,"1107758","species","Agroeca inopina"
"1926150",889,"1107758","species","Agroeca proxima"
"1887244",892,"414290","species","Agromyza albipennis"
"414309",908,"414290","species","Agromyza frontella"
"1822492",916,"414290","species","Agromyza mobilis"
"1725438",920,"414290","species","Agromyza nigripes"
"414310",923,"414290","species","Agromyza pseudoreptans"
"2675479",934,"2675478","species","Agropsar sturninus"
"1003001",935,"581753","species","Agrotera nemoralis"
"1622308",936,"172372","species","Agrothereutes abbreviatus"
"1830350",939,"172372","species","Agrothereutes mandator"
"997524",940,"47766","species","Agrotis cinerea"
"997525",941,"47766","species","Agrotis clavis"
"215162",942,"47766","species","Agrotis exclamationis"
"56364",943,"47766","species","Agrotis ipsilon"
"1857961",944,"47766","species","Agrotis puta"
