top	"Animalia"
rangen	"(alle)
statussen	"(0,0a,1,1a,1b,2,2a,2b,2c,2d,3a,3b,3c,3cE,3d,4)"

"scientific_name"	"common_name"	"rank"	"nsr_id"	"presence_status"	
"Stratiolaelaps miles (Berlese, 1892)"	""	"soort"	"0SFJ8W8AT19Q"	"1a"	
"Stratiolaelaps scimitus (Womersley, 1956)"	""	"soort"	"05UVYPZI9J82"	"2b"	
"Stratiomys cenisia Meigen, 1822"	""	"soort"	"0QWB2U9S9FGQ"	"4"	
"Stratiomys chamaeleon (Linnaeus, 1758)"	"Kalklangsprietwapenvlieg"	"soort"	"0AHCYFBLXPSL"	"1a"	
"Stratiomys equestris Meigen, 1835"	""	"soort"	"02GN4BJJUC0M"	"4"	
"Stratiomys longicornis (Scopoli, 1763)"	"Harige langsprietwapenvlieg"	"soort"	"0AHCYFBLXSCT"	"1a"	
"Stratiomys potamida Meigen, 1822"	"Bronlangsprietwapenvlieg"	"soort"	"0AHCYFBLXTHX"	"1a"	
"Stratiomys singularior (Harris, 1776)"	"Gewone langsprietwapenvlieg"	"soort"	"0AHCYFBLXUNB"	"1a"	
"Streblocera flaviceps (Marshall, 1898)"	""	"soort"	"0AHCYFASYEIY"	"3c"	
"Streblocera macroscapus (Ruthe, 1856)"	""	"soort"	"0AHCYFASYFOC"	"3c"	
"Streblocerus serricaudatus (Fischer, 1849)"	"Zaagstaartmodderkreett"	"soort"	"0AHCYSI03846"	"1a"	
"Streblospio benedicti Webster, 1879"	""	"soort"	"0AHCYSI11751"	"2b"	
"Streblospio shrubsolii (Buchanan, 1890)"	""	"soort"	"0AHCYSI07329"	"1a"	
"Strelkoviacarus sp."	""	"soort"	"03W9EK9BB63N"	"2c"	
"Streptanus aemulans (Kirschbaum, 1868)"	""	"soort"	"0AHCYFAPRFGE"	"1a"	
"Streptanus marginatus (Kirschbaum, 1858)"	""	"soort"	"0AHCYFAPRGGW"	"1a"	
"Streptanus okaensis Zachvatkin, 1948"	""	"soort"	"0XUZWNXSFWI1"	"1a"	
"Streptanus sordidus (Zetterstedt, 1828)"	""	"soort"	"0AHCYFAPRHHP"	"1a"	
"Streptocara crassicauda (Creplin, 1829)"	""	"soort"	"0AHCYSI02434"	"1a"	
"Streptocara formosensis (Sugimoto, 1930)"	""	"soort"	"018W95RNM881"	"1a"	
"Streptocara tridentata (von Linstow, 1877)"	""	"soort"	"0YR9KXR3O9C7"	"1a"	
"Streptodonta pterochaeta Southern, 1914"	""	"soort"	"0T50KASWE8S9"	"1a"	
"Streptopelia decaocto (Frivaldszky, 1838)"	"Turkse tortel"	"soort"	"000464943284"	"1a"	
"Streptopelia orientalis (Latham, 1790)"	"Oosterse tortel"	"soort"	"022D333043DD"	"1b"	
"Streptopelia risoria (Linnaeus, 1758)"	"Lachduif"	"soort"	"0D1043684CBA"	"2d"	
"Streptopelia turtur (Linnaeus, 1758)"	"Zomertortel"	"soort"	"000464943291"	"1a"	
"Streptosyllis websteri Southern, 1914"	""	"soort"	"0LQEY0H5J4FH"	"3c"	
"Striarca lactea (Linnaeus, 1758)"	"Melkwitte arkschelp"	"soort"	"0AHCYSI11154"	"1a"	
"Stricticollis tobias (Marseul, 1879)"	""	"soort"	"0AHCYFBQILAK"	"2b"	
"Strigamia acuminata (Leach, 1815)"	"Groefaardkruiper"	"soort"	"0AHCYFAOLUFS"	"1a"	
"Strigamia crassipes (Koch, 1835)"	"Gladde aardkruiper"	"soort"	"0AHCYFAOLVGW"	"1a"	
"Strigamia maritima (Leach, 1817)"	"Kustaardkruiper"	"soort"	"0AHCYFAOLWHP"	"1a"	
"Strigea falconis Szidat, 1928"	""	"soort"	"0AHCYSI07309"	"1a"	
"Strigea sphaerula (Rudolphi, 1803)"	""	"soort"	"026EB6DD4D0E"	"1a"	
"Strigea strigis (Schrank, 1788)"	""	"soort"	"0AHCYSI07311"	"1a"	
"Strigea vandenbroekae Dubois, 1936"	""	"soort"	"0AHCYSI07312"	"1a"	
"Strigiphilus barbatus (Osborn, 1902)"	""	"soort"	"0BCNSRK5OJYB"	"1a"	
"Strigiphilus cursitans (Nitzsch, 1861)"	""	"soort"	"0AHCYSI03420"	"1a"	
"Strigiphilus cursor (Nitzsch in Burmeister, 1838)"	""	"soort"	"0AHCYSI03421"	"3c"	
"Strigiphilus laticephalus Uchida, 1949"	""	"soort"	"0OMU12T5X4VD"	"3c"	
"Strigocis bicornis (Mellié, 1848)"	""	"soort"	"0387A4964483"	"0a"	
"Strix aluco Linnaeus, 1758"	"Bosuil"	"soort"	"000464943298"	"1a"	
"Strobilomyia infrequens (Ackland, 1965)"	""	"soort"	"0AHCYFBCNWWP"	"2"	
"Strobilomyia melania (Ackland, 1965)"	""	"soort"	"0AHCYFBCNXXH"	"2"	
"Stroggylocephalus agrestis (Fallén, 1806)"	""	"soort"	"0AHCYFAPRJAC"	"1a"	
"Stroggylocephalus livens (Zetterstedt, 1840)"	""	"soort"	"0AHCYFAPRKAU"	"1a"	
"Stromatium unicolor (Olivier, 1800)"	""	"soort"	"0AHCYFBRTOIU"	"2d"	
"Stromboceros delicatulus (Fallén, 1808)"	""	"soort"	"0AHCYFAXODSY"	"1a"	
"Strongylacron buchholtzi (Boeck, 1873)"	""	"soort"	"0RAKKOVDC266"	"1a"	
"Strongylocoris luridus (Fallén, 1807)"	""	"soort"	"0AHCYSICTFHI"	"1a"	
"Strongylocoris steganoides (Sahlberg, 1875)"	""	"soort"	"0AHCYSICTGIA"	"1a"	
"Strongylogaster filicis (Klug, 1817)"	""	"soort"	"0AHCYFAXOFLL"	"1a"	
"Strongylogaster macula (Klug, 1817)"	""	"soort"	"0AHCYFAXOHMW"	"1a"	
"Strongylogaster mixta (Klug, 1817)"	""	"soort"	"0AHCYFAXOINP"	"1a"	
"Strongylogaster multifasciata (Geoffroy, 1785)"	""	"soort"	"0AHCYFAXOJOH"	"1a"	
"Strongylogaster xanthocera (Stephens, 1835)"	""	"soort"	"0AHCYFAXOKPA"	"1a"	
"Strongylognathus testaceus (Schenck, 1852)"	"Sabelmier"	"soort"	"0AHCYFCQXTOU"	"1a"	
"Strongyloides papillosus (Wedl, 1856)"	""	"soort"	"02DPWFMCX6JI"	"1a"	
"Strongyloides ransomi Schwartz & Alicata, 1930"	""	"soort"	"01ACYKV29GRN"	"1a"	
"Strongyloides ratti Sandground, 1925"	""	"soort"	"051M2A4LY32Y"	"1a"	
"Strongyloides stercoralis (Bavay, 1876)"	""	"soort"	"0KGYPRYGRJNX"	"1a"	
"Strongyloides westeri Ihle, 1917"	""	"soort"	"03QT8FZRNIT0"	"1a"	
"Strongylophthalmyia ustulata (Zetterstedt, 1844)"	""	"soort"	"0MHRZ9AHXT4Z"	"1a"	
"Strongylostoma elongatum von Hofsten, 1907"	""	"soort"	"0AHCYSI07033"	"1a"	
"Strongylostoma radiatum (Müller, 1773)"	""	"soort"	"0AHCYSI07035"	"1a"	
"Strongylus edentatus (Looss, 1900)"	""	"soort"	"0AHCYSI02477"	"1a"	
"Strongylus equinus Müller, 1780"	""	"soort"	"0EOV00W8ZQ4V"	"1a"	
"Strongylus vulgaris (Looss, 1900)"	""	"soort"	"0AHCYSI02476"	"1a"	
"Strophedra nitidana (Fabricius, 1794)"	"Zwarte eikenbladroller"	"soort"	"0AHCYFCNONDZ"	"1a"	
"Strophedra weirana (Douglas, 1850)"	"Beukenbladroller"	"soort"	"0AHCYFCNOOES"	"1a"	
"Strophingia ericae (Curtis, 1835)"	""	"soort"	"0AHCYSI01208"	"1a"	
"Strophosoma capitatum (De Geer, 1775)"	"Grauwbruine dennensnuitkever"	"soort"	"0AHCYFBTSFRD"	"1a"	
"Strophosoma faber (Herbst, 1785)"	""	"soort"	"0AHCYFBTSGSH"	"1a"	
"Strophosoma fulvicorne (Walton, 1846)"	""	"soort"	"0AHCYFBTSHSZ"	"1a"	
"Strophosoma melanogrammum (Forster, 1771)"	"Bronzen snuitkever"	"soort"	"0AHCYFBTSITS"	"1a"	
"Strophosoma nebulosum Stephens, 1831"	""	"soort"	"0AHCYFBTSJUK"	"1a"	
"Strophosoma sus Stephens, 1831"	"Heidesnuitkever"	"soort"	"0AHCYFBTSKZO"	"1a"	
"Struebingianella lugubrina (Boheman, 1847)"	""	"soort"	"0AHCYFAPXGUY"	"1a"	
"Strumigenys minutula Terayama & Kubota, 1989"	""	"soort"	"000000025099"	"2d"	
"Struthio camelus Linnaeus, 1758"	"Struisvogel"	"soort"	"04G9JB549UKN"	"2d"	
"Sturmia bella (Meigen, 1824)"	""	"soort"	"0AHCYFBNQZNT"	"1a"	
"Sturnidoecus sturni (Schrank, 1776)"	""	"soort"	"0AHCYSI03414"	"1a"	
"Sturnotrogus subtruncatus (Trouessart, 1885)"	""	"soort"	"0QQ23FDCBAE5"	"2c"	
"Sturnotrogus truncatus (Trouessart, 1885)"	""	"soort"	"0NMISAVFP6VQ"	"1a"	
"Sturnus vulgaris Linnaeus, 1758"	"Spreeuw"	"soort"	"000464943312"	"1a"	
"Styela calva Monniot, Monniot & Millar, 1976"	""	"soort"	"0MGPAQN1L2R2"	"2b"	
"Styela clava Herdman, 1881"	"Knotszakpijp"	"soort"	"0AHCYSI11012"	"2b"	
"Stygnocoris fuligineus (Geoffroy, 1785)"	""	"soort"	"0AHCYSICFLUA"	"1a"	
"Stygnocoris rusticus (Fallén, 1807)"	""	"soort"	"0AHCYSICFMUS"	"1a"	
"Stygnocoris sabulosus (Schilling, 1829)"	""	"soort"	"0AHCYSICFNVL"	"1a"	
"Stylaria lacustris (Linnaeus, 1767)"	""	"soort"	"0AHCYSI07133"	"1a"	
"Stylochoplana maculata (Quatrefages, 1845)"	""	"soort"	"0VMGIFY5Q90H"	"1a"	
"Stylochus flevensis (Hofker, 1930)"	""	"soort"	"0AHCYSI11752"	"2d"	
"Styloctetor romanus (Cambridge, 1872)"	""	"soort"	"0AHCYFOOMBXK"	"1a"	
"Styloctetor stativus (Simon, 1881)"	""	"soort"	"0AHCYFOOMCSI"	"1a"	
"Stylodrilus brachystylus Hrabe, 1929"	"Bronkruiper"	"soort"	"0X02YOPVZNJC"	"1a"	
"Stylodrilus heringianus Claparède, 1862"	""	"soort"	"0AHCYSI07105"	"1a"	
"Stylodrilus lemani (Grube, 1879)"	"Zuidelijke beekkruiper"	"soort"	"0E508NU8L123"	"3c"	
"Stylopauropus brito Remy, 1949"	""	"soort"	"0656BFF84F10"	"3c"	
"Stylopauropus pedunculatus (Lubbock, 1867)"	""	"soort"	"07E686CC4775"	"3c"	
"Stylopauropus pubescens Hansen, 1902"	""	"soort"	"014F0C01474C"	"3c"	
"Stylops analis Perkins, 1918"	""	"soort"	"05NLLFQ2XJL2"	"1a"	
"Stylops andrenaphilus Luna de Carvalho, 1974"	""	"soort"	"0JCHT54MUDEF"	"1a"	
"Stylops ater Reichert, 1914"	""	"soort"	"0YMXRRF7B9AL"	"1a"	
"Stylops aterrimus Newport, 1851"	""	"soort"	"09TBSEUMDJ32"	"1a"	
"Stylops gwynanae Günther, 1957"	""	"soort"	"02F15JX6US2A"	"1a"	
"Stylops hammella Perkins, 1918"	""	"soort"	"0JV8CBTWXWC6"	"1a"	
"Stylops melittae Kirby, 1802"	""	"soort"	"0AHCYFCCFSEM"	"1a"	
"Stylops nassonowi Pierce, 1909"	""	"soort"	"0GHEMOR62FLR"	"1a"	
"Stylops nevinsoni Perkins, 1918"	""	"soort"	"0NS7GXRX57D2"	"1a"	
"Stylops packardi Pierce, 1909"	""	"soort"	"0AV4263N9GOW"	"3a"	
"Stylops praecocis Luna de Carvalho, 1974"	""	"soort"	"0G2PI5SQ2K74"	"1a"	
"Stylops spreta Perkins, 1918"	""	"soort"	"045VCG51H7TC"	"1a"	
"Stylops thwaitesi Perkins, 1918"	""	"soort"	"03EZAI3KEYYF"	"1a"	
"Subacronicta megacephala (Denis & Schiffermüller, 1775)"	"Schilddrager"	"soort"	"0AHCYFCLMTBK"	"1a"	
"Subacyrthosiphon cryptobium Hille Ris Lambers, 1947"	""	"soort"	"0AHCYSI01182"	"1a"	
"Subadyte pellucida (Ehlers, 1864)"	""	"soort"	"0LJXINHC8R33"	"3c"	
"Subanguina askenasyi (Bütschli, 1873)"	"Mosstengelaaltje"	"soort"	"0AHCYSI02513"	"1a"	
"Subanguina graminophila (Goodey, 1933)"	"Gewoon grasaaltje"	"soort"	"086RRXI3A40J"	"1a"	
"Subanguina millefolii (Löw, 1874)"	"Duizendbladaaltje"	"soort"	"04EQA7CR1PN3"	"1a"	
"Subanguina radicicola (Greeff, 1872)"	"Graswortelgalaaltje"	"soort"	"0AHCYSI02512"	"1a"	
"Subclytia rotundiventris (Fallén, 1820)"	""	"soort"	"0AHCYFBNRBPD"	"1a"	
"Subcoccinella vigintiquatuorpunctata (Linnaeus, 1758)"	"Vierentwintigstippelig lieveheersbeestje"	"soort"	"0AHCYFBSRXFC"	"1a"	
"Suberites domuncula (Olivi, 1792)"	""	"soort"	"0INWSXRVM83V"	"1a"	
"Suberites ficus (Johnston, 1842)"	"Vijgspons"	"soort"	"0TJ6X5B8NNXM"	"1a"	
"Suberites massa Nardo, 1847"	"Paddenstoelspons"	"soort"	"0AHCYSI11394"	"2b"	
"Suberites pagurorum Solé-Cava & Thorpe, 1986"	""	"soort"	"09FV57DYIW7P"	"1a"	
"Suberites suberia (Montagu, 1814)"	""	"soort"	"0J0YJ0SFQ893"	"1a"	
"Suberites virgultosus (Johnston, 1842)"	"Wigspons"	"soort"	"0E65974744F1"	"1b"	
"Subhylemyia longula (Fallén, 1824)"	""	"soort"	"0AHCYFBCNZPV"	"1a"	
"Subiasella quadrimaculata (Evans, 1952)"	""	"soort"	"0HMRS8IL8YUL"	"1a"	
"Subilla confinis (Stephens, 1836)"	""	"soort"	"0AHCYFAQGGNI"	"1a"	
"Subisotoma tenuis (Dunger, 1982)"	""	"soort"	"0059623F491F"	"1a"	
"Subsaltusaphis flava (Hille Ris Lambers, 1939)"	""	"soort"	"0AHCYSI01183"	"1a"	
"Subsaltusaphis intermedia (Hille Ris Lambers, 1939)"	""	"soort"	"0AHCYSI01184"	"1a"	
"Subsaltusaphis lambersi (Quednau, 1954)"	""	"soort"	"0AHCYSI01180"	"1a"	
"Subsaltusaphis ornata (Theobald, 1927)"	""	"soort"	"0AHCYSI01179"	"1a"	
"Subsaltusaphis pallida (Hille Ris Lambers, 1939)"	""	"soort"	"0AHCYSI01178"	"1a"	
"Subsaltusaphis picta (Hille Ris Lambers, 1939)"	""	"soort"	"0AHCYSI01036"	"1a"	
"Succinea putris (Linnaeus, 1758)"	"Barnsteenslak"	"soort"	"0AHCYFEPQIKZ"	"1a"	
"Succinella oblonga (Draparnaud, 1801)"	"Langwerpige barnsteenslak"	"soort"	"0AHCYFEPQKDM"	"1a"	
"Suctobelba altvateri Moritz, 1970"	""	"soort"	"051CDEF7KAG1"	"1a"	
"Suctobelba granulata Van der Hammen, 1952"	""	"soort"	"0AHCYSI10514"	"1a"	
"Suctobelba secta Moritz, 1970"	""	"soort"	"0VYII09SMPWD"	"1a"	
"Suctobelba trigona (Michael, 1888)"	""	"soort"	"0AHCYSI10515"	"1a"	
"Suctobelbella acutidens (Forsslund, 1941)"	""	"soort"	"0AHCYSI10516"	"1a"	
"Suctobelbella alloenasuta Moritz, 1971"	""	"soort"	"0H5PVQJRREQY"	"1a"	
"Suctobelbella falcata (Forsslund, 1941)"	""	"soort"	"0AHCYSI10517"	"1a"	
"Suctobelbella forsslundi (Strenzke, 1950)"	""	"soort"	"0W11HYWBDDGN"	"1a"	
"Suctobelbella hamata Moritz, 1970"	""	"soort"	"0H8H2KBIV20K"	"1a"	
"Suctobelbella hammerae (Krivolutski, 1965)"	""	"soort"	"0ZZNMSNEI62E"	"1a"	
"Suctobelbella latirostris (Strenzke, 1950)"	""	"soort"	"089537934699"	"1a"	
"Suctobelbella lobata (Strenzke, 1950)"	""	"soort"	"0X0ZRSAAXOCU"	"1a"	
"Suctobelbella longirostris (Forsslund, 1941)"	""	"soort"	"00UP0O1I2IKQ"	"1a"	
"Suctobelbella nasalis (Forsslund, 1941)"	""	"soort"	"0QPOJMIGYZKV"	"1a"	
"Suctobelbella palustris (Forsslund, 1953)"	""	"soort"	"0AHCYSI10518"	"1a"	
"Suctobelbella perforata (Strenzke, 1950)"	""	"soort"	"0JSBSOXL6H3N"	"1a"	
"Suctobelbella sarekensis (Forsslund, 1941)"	""	"soort"	"0AHCYSI10519"	"1a"	
"Suctobelbella similis (Forsslund, 1941)"	""	"soort"	"0CKEJGF0N9D2"	"1a"	
"Suctobelbella subcornigera (Forsslund, 1941)"	""	"soort"	"0AHCYSI10520"	"1a"	
"Suctobelbella subtrigona (Oudemans, 1900)"	""	"soort"	"0AHCYSI10521"	"1a"	
"Suctobelbella tuberculata (Strenzke, 1950)"	""	"soort"	"0OZB6LH0DPY4"	"1a"	
"Suctobelbella vera (Moritz, 1964)"	""	"soort"	"0D2P9IA75U03"	"1a"	
"Suidasia pontifica Oudemans, 1905"	""	"soort"	"0RSNJ7NG3EHQ"	"1a"	
"Suillia affinis (Meigen, 1830)"	""	"soort"	"0AHCYFBHEZXP"	"1a"	
"Suillia atricornis (Meigen, 1830)"	""	"soort"	"0AHCYFBHFAYH"	"1a"	
"Suillia bicolor (Zetterstedt, 1838)"	""	"soort"	"0AHCYFBHFBZA"	"1a"	
"Suillia flava (Meigen, 1830)"	""	"soort"	"0AHCYFBHFDAE"	"1a"	
"Suillia fuscicornis (Zetterstedt, 1847)"	""	"soort"	"0AHCYFBHFEAW"	"1a"	
"Suillia humilis (Meigen, 1830)"	""	"soort"	"0AHCYFBHFFBP"	"1a"	
"Suillia imberbis Czerny, 1924"	""	"soort"	"0O45OHSPKQVD"	"1a"	
"Suillia nemorum (Meigen, 1830)"	""	"soort"	"0AHCYFBHFIDS"	"1a"	
"Suillia notata (Meigen, 1830)"	""	"soort"	"0AHCYFBHFJEL"	"1a"	
"Suillia oxyphora (Mik, 1900)"	""	"soort"	"0AHCYFBHFLFV"	"1a"	
"Suillia pallida (Fallén, 1820)"	""	"soort"	"0AHCYFBHFMGO"	"1a"	
"Suillia similis (Meigen, 1838)"	""	"soort"	"0AHCYFBHFQJV"	"1a"	
"Suillia ustulata (Meigen, 1830)"	""	"soort"	"0AHCYFBHFSLG"	"1a"	
"Suillia variegata (Loew, 1862)"	""	"soort"	"0AHCYFBHFTLZ"	"1a"	
"Sula leucogaster (Boddaert, 1783)"	"Bruine gent"	"soort"	"09PY9W8YUOIH"	"1b"	
"Sulcacis bidentulus (Rosenhauer, 1847)"	""	"soort"	"0E7869B34264"	"1a"	
"Sulcacis fronticornis (Panzer, 1805)"	""	"soort"	"0AHCYFBSNFZK"	"1a"	
"Sulcacis nitidus (Fabricius, 1792)"	""	"soort"	"0AHCYFBSNFDD"	"1a"	
"Sunaristes paguri Hesse, 1867"	""	"soort"	"0FMMS6MZEKSM"	"1a"	
"Sunius bicolor (Olivier, 1795)"	""	"soort"	"0AHCYFBYLPAI"	"1a"	
"Sunius melanocephalus (Fabricius, 1793)"	""	"soort"	"0AHCYFBYLQFM"	"1a"	
"Sunius propinquus (Brisout, 1867)"	""	"soort"	"0AHCYFBYLRKR"	"1a"	
"Supella longipalpa (Fabricius, 1798)"	"Huiskakkerlak"	"soort"	"0AHCYFCBWVKF"	"2b"	
"Superodontella lamellifera (Axelson, 1903)"	""	"soort"	"0AHCYSI08060"	"1a"	
"Suphrodytes dorsalis (Fabricius, 1787)"	""	"soort"	"0AHCYFBUEHHB"	"1a"	
"Suphrodytes figuratus (Gyllenhal, 1826)"	""	"soort"	"0PSOX4O2I3BU"	"1a"	
"Supraphorura furcifera (Börner, 1901)"	""	"soort"	"0AHCYSI08098"	"1a"	
"Surnia ulula (Linnaeus, 1758)"	"Sperweruil"	"soort"	"000464943319"	"1b"	
"Sus scrofa Linnaeus, 1758"	"Wild zwijn"	"soort"	"000465032419"	"1a"	
"Sussaba cognata (Holmgren, 1858)"	""	"soort"	"0AHCYFAWGXSZ"	"1a"	
"Sussaba dorsalis (Holmgren, 1858)"	""	"soort"	"0AHCYFAWGZCP"	"1a"	
"Sussaba erigator (Fabricius, 1793)"	""	"soort"	"0AHCYFAWHAMF"	"1a"	
"Sussaba flavipes (Lucas, 1849)"	""	"soort"	"0AHCYFAWHBVV"	"1a"	
"Sussaba placita Dasch, 1964"	""	"soort"	"0AHCYFAWHDFL"	"3c"	
"Sussaba pulchella (Holmgren, 1858)"	""	"soort"	"0AHCYFAWHETY"	"1a"	
"Sussaba punctiventris (Thomson, 1890)"	""	"soort"	"0AHCYFAWHGDO"	"1a"	
"Swammerdamella acuta Cook, 1956"	""	"soort"	"0AHCYFBLAFSM"	"1a"	
"Swammerdamella brevicornis (Meigen, 1830)"	""	"soort"	"0AHCYFBLAGTE"	"1a"	
"Swammerdamia caesiella (Hübner, 1796)"	"Egale duifmot"	"soort"	"0AHCYFCNQZLO"	"1a"	
"Swammerdamia pyrella (de Villers, 1789)"	"Duifmot"	"soort"	"0AHCYFCNRAMG"	"1a"	
"Sybistroma crinipes Staeger, 1842"	""	"soort"	"0AHCYFBGBPAR"	"1a"	
"Sybistroma discipes (Germar, 1821)"	""	"soort"	"0AHCYFBGBQBJ"	"1a"	
"Sybistroma nodicornis (Meigen, 1824)"	""	"soort"	"0AHCYFBGFMJO"	"1a"	
"Sybistroma obscurellus (Fallén, 1823)"	""	"soort"	"0AHCYFBGBRCC"	"1a"	
"Sycaonia foersteri (Wesmael, 1848)"	""	"soort"	"0AHCYFAWHINX"	"1a"	
"Sycon ciliatum (Fabricius, 1780)"	"Gewone zakspons"	"soort"	"0AHCYSI11390"	"1a"	
"Sycon scaldiense (Van Koolwijk, 1982)"	"Harige zakspons"	"soort"	"0AHCYSI11391"	"2b"	
"Sycophila biguttata (Swederus, 1795)"	""	"soort"	"0AHCYFBAKFBG"	"1a"	
"Sycophila fasciata (Thomson, 1876)"	""	"soort"	"0QWP38425JFZ"	"1a"	
"Sycophila flavicollis (Walker, 1834)"	""	"soort"	"0AHCYFBAKGYF"	"1a"	
"Sycophila mellea (Curtis, 1831)"	""	"soort"	"0AHCYFBAKHUM"	"1a"	
"Sycophila stagnalis (Erdös, 1947)"	""	"soort"	"0AHCYFBAKJRX"	"1a"	
"Sycophila submutica (Thomson, 1876)"	""	"soort"	"0AHCYFBAKKOD"	"1a"	
"Sycophila variegata (Curtis, 1831)"	""	"soort"	"0Q2D4HGCQSN7"	"1a"	
"Syedra gracilis (Menge, 1869)"	""	"soort"	"0AHCYFOOMDNG"	"1a"	
"Syllidia armata Quatrefages, 1866"	""	"soort"	"0AHCYSI11072"	"2d"	
"Syllis armillaris (Müller, 1776)"	""	"soort"	"0QY94VOPSXWG"	"1a"	
"Syllis cornuta Rathke, 1843"	""	"soort"	"0T0771FUAV26"	"0"	
"Syllis gracilis Grube, 1840"	""	"soort"	"0AHCYSI11073"	"2b"	
"Syllis hyalina Grube, 1863"	""	"soort"	"0S43NTQ4PI06"	"1a"	
"Syllis prolifera Krohn, 1852"	""	"soort"	"0VLKPFPP00PI"	"1a"	
"Syllis vittata Grube, 1840"	""	"soort"	"0NKGXFTHQQMT"	"1a"	
"Sylvia althaea Hume, 1878"	"Humes braamsluiper"	"soort"	"0ZAEEY4NSV8C"	"1b"	
"Sylvia atricapilla (Linnaeus, 1758)"	"Zwartkop"	"soort"	"000464943326"	"1a"	
"Sylvia borin (Boddaert, 1783)"	"Tuinfluiter"	"soort"	"000464943333"	"1a"	
"Sylvia cantillans (Pallas, 1764)"	"Balkanbaardgrasmus"	"soort"	"000464943340"	"1b"	
"Sylvia communis Latham, 1787"	"Grasmus"	"soort"	"000464943456"	"1a"	
"Sylvia conspicillata Temminck, 1820"	"Brilgrasmus"	"soort"	"000464943354"	"1b"	
"Sylvia curruca (Linnaeus, 1758)"	"Braamsluiper"	"soort"	"000464943256"	"1a"	
"Sylvia deserti (Loche, 1858)"	"Afrikaanse woestijngrasmus"	"soort"	"035POG5B80TD"	"1b"	
"Sylvia hortensis (Gmelin, 1789)"	"Westelijke orpheusgrasmus"	"soort"	"05177E4B4224"	"1b"	
"Sylvia inornata Tschusi, 1906"	"Westelijke baardgrasmus"	"soort"	"0DNNPP6UXUMF"	"1b"	
"Sylvia melanocephala (Gmelin, 1789)"	"Kleine zwartkop"	"soort"	"000464943368"	"1b"	
"Sylvia nana (Hemprich & Ehrenberg, 1833)"	"Woestijngrasmus"	"soort"	"000464943375"	"1b"	
"Sylvia nisoria (Bechstein, 1795)"	"Sperwergrasmus"	"soort"	"000464943382"	"1b"	
"Sylvia subalpina Temminck, 1820"	"Moltoni's baardgrasmus"	"soort"	"0C5C56E04D01"	"3b"	
"Sylvia undata (Boddaert, 1783)"	"Provençaalse grasmus"	"soort"	"000464943389"	"1b"	
"Sylvicola cinctus (Fabricius, 1787)"	""	"soort"	"0AHCYFBCFBQK"	"1a"	
"Sylvicola fenestralis (Scopoli, 1763)"	""	"soort"	"0AHCYFBCFCMQ"	"1a"	
"Sylvicola fuscatus (Fabricius, 1775)"	""	"soort"	"0AHCYFBCFDNJ"	"3a"	
"Sylvicola punctatus (Fabricius, 1787)"	""	"soort"	"0AHCYFBCFEJQ"	"1a"	
"Sylvicola stackelbergi Krivosheina & Menzel, 1998"	""	"soort"	"0AHCYFBCFFKI"	"1a"	
"Sylvicola zetterstedti (Edwards, 1923)"	""	"soort"	"0AHCYFBCFGGP"	"1a"	
"Symballophthalmus dissimilis (Fallén, 1815)"	""	"soort"	"0AHCYFBHMUTJ"	"1a"	
"Symballophthalmus fuscitarsis (Zetterstedt, 1859)"	""	"soort"	"0AHCYFBHMVUB"	"1a"	
"Symballophthalmus pictipes (Becker, 1889)"	""	"soort"	"0AHCYFBHMWVF"	"1a"	
"Symbion pandora Funch & Kristensen, 1995"	""	"soort"	"0AB4C54D4DBB"	"1a"	
"Symbiotes gibberosus (Lucas, 1846)"	""	"soort"	"0AHCYFBUKCWA"	"1a"	
"Symbiotes latus Redtenbacher, 1849"	""	"soort"	"0AHCYFBUKDWT"	"1a"	
"Symmerus annulatus (Meigen, 1830)"	""	"soort"	"0AHCYFBFTGQU"	"1a"	
"Symmorphus angustatus (Zetterstedt, 1838)"	""	"soort"	"0AHCYFCRFJCO"	"3a"	
"Symmorphus bifasciatus (Linnaeus, 1761)"	""	"soort"	"0AHCYFCRFKDH"	"1a"	
"Symmorphus connexus (Curtis, 1826)"	""	"soort"	"0AHCYFCRFLDZ"	"1a"	
"Symmorphus crassicornis (Panzer, 1798)"	""	"soort"	"0AHCYFCRFMES"	"1a"	
"Symmorphus debilitatus (de Saussure, 1855)"	""	"soort"	"0AHCYFCRFNAZ"	"1a"	
"Symmorphus fuscipes (Herrich-Schäffer, 1838)"	""	"soort"	"0AHCYFCRFOBR"	"1a"	
"Symmorphus gracilis (Brullé, 1832)"	""	"soort"	"0AHCYFCRFOXY"	"1a"	
"Symmorphus murarius (Linnaeus, 1758)"	""	"soort"	"0AHCYFCRFPYQ"	"1a"	
"Sympecma fusca (Vander Linden, 1820)"	"Bruine winterjuffer"	"soort"	"000464655424"	"1a"	
"Sympecma paedisca (Brauer, 1877)"	"Noordse winterjuffer"	"soort"	"0AHCYFBZYVXG"	"1a"	
"Sympetrum danae (Sulzer, 1776)"	"Zwarte heidelibel"	"soort"	"0AHCYFBZZXIK"	"1a"	
"Sympetrum depressiusculum (Selys, 1841)"	"Kempense heidelibel"	"soort"	"000464655442"	"1a"	
"Sympetrum flaveolum (Linnaeus, 1758)"	"Geelvlekheidelibel"	"soort"	"0AHCYFBZZZJU"	"1a"	
